[2024-10-31T12:39:44.625+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-10-31T12:39:45.419+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: fetch_data.fetch_data_from_api scheduled__2024-10-31T12:33:00+00:00 [queued]>
[2024-10-31T12:39:45.666+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: fetch_data.fetch_data_from_api scheduled__2024-10-31T12:33:00+00:00 [queued]>
[2024-10-31T12:39:45.670+0000] {taskinstance.py:2306} INFO - Starting attempt 2 of 1
[2024-10-31T12:39:47.190+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): fetch_data_from_api> on 2024-10-31 12:33:00+00:00
[2024-10-31T12:39:47.329+0000] {standard_task_runner.py:64} INFO - Started process 228 to run task
[2024-10-31T12:39:47.428+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'fetch_data', 'fetch_data_from_api', 'scheduled__2024-10-31T12:33:00+00:00', '--job-id', '294', '--raw', '--subdir', 'DAGS_FOLDER/***_producer.py', '--cfg-path', '/tmp/tmparx4vj0u']
[2024-10-31T12:39:47.442+0000] {standard_task_runner.py:91} INFO - Job 294: Subtask fetch_data_from_api
[2024-10-31T12:39:48.580+0000] {task_command.py:426} INFO - Running <TaskInstance: fetch_data.fetch_data_from_api scheduled__2024-10-31T12:33:00+00:00 [running]> on host c42224a6ba27
[2024-10-31T12:40:11.269+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.269+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.269+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.269+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.270+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.270+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.270+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.270+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.271+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.271+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.271+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.271+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.272+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.272+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.272+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.272+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.272+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.273+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.273+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.273+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.273+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.273+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.274+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.274+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.274+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.274+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.275+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.275+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.275+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.275+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.275+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.276+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.276+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.276+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.276+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.277+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.277+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.277+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.277+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.278+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.278+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.278+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.278+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.278+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.279+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.279+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.279+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.279+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.280+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.280+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.280+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.280+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.280+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.281+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.281+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.281+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.282+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.282+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.282+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.283+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.283+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.283+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.284+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.284+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.284+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.284+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.285+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.285+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.285+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.285+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.286+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.286+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.286+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.286+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.304+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.329+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=127.0.0.1:9092 <connecting> [IPv4 ('127.0.0.1', 9092)]>: connecting to 127.0.0.1:9092 [('127.0.0.1', 9092) IPv4]
[2024-10-31T12:40:11.335+0000] {conn.py:418} ERROR - Connect attempt to <BrokerConnection node_id=bootstrap-0 host=127.0.0.1:9092 <connecting> [IPv4 ('127.0.0.1', 9092)]> returned error 111. Disconnecting.
[2024-10-31T12:40:11.343+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=127.0.0.1:9092 <connecting> [IPv4 ('127.0.0.1', 9092)]>: Closing connection. KafkaConnectionError: 111 ECONNREFUSED
[2024-10-31T12:40:11.327+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.359+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.368+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.391+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.393+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.409+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.425+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.441+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.452+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.481+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.482+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.482+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.483+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.483+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.483+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.483+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.484+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.484+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.484+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.485+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.485+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.485+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.485+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.486+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.486+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.486+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.486+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.487+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.487+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.487+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.696+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.714+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.720+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.722+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.729+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.731+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.732+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.733+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.734+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.735+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.735+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.736+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.771+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.771+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.772+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.773+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.773+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.774+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.774+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.775+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.775+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.775+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.776+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.776+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.777+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.778+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.778+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.986+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.987+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.987+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.987+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.987+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.987+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.988+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.988+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.988+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.988+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.988+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.989+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.989+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.989+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.989+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.989+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.990+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.990+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.990+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.990+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.990+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.991+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.991+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.991+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.991+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.991+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.992+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.992+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.992+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.992+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.992+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.993+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.993+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.993+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.993+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.993+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.994+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.994+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.994+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.994+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.994+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.995+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.995+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.995+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.995+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.995+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.996+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.996+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.996+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.996+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.996+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.997+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.997+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.997+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.997+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.997+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.998+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.998+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.999+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:11.999+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.015+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.015+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.015+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.016+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.016+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.018+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.018+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.019+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.119+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.119+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.119+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.137+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.146+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.147+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.147+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.183+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.183+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.184+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.184+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.205+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.224+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.277+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.322+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.353+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.365+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.391+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.392+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.422+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.423+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.429+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.430+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.431+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.431+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.433+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.433+0000] {airflow_producer.py:43} ERROR - An error occured: 'PythonOperator' object is not callable
[2024-10-31T12:40:12.435+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=127.0.0.1:9092 <connecting> [IPv4 ('127.0.0.1', 9092)]>: connecting to 127.0.0.1:9092 [('127.0.0.1', 9092) IPv4]
